Date,Time,CP.RM103,GT_CP.RM103,CP.RM105,GT_CP.RM105,CP.RM106,GT_CP.RM106,CP.RM108,GT_CP.RM108,CP.RM109,GT_CP.RM109
5/22/2016,6:20:00,363.92,2,384,2,363.92,2,392.6,2,395.47,2
5/2/2016,6:25:00,394.03,2,432.75,3,416.98,3,420.56,3,435.62,3
5/3/2016,6:25:00,363.21,2,379.7,2,370.38,2,393.32,2,394.03,2
5/4/2016,6:25:00,356.04,2,375.39,2,364.64,2,389.02,2,385.43,2
5/5/2016,6:25:00,353.89,2,373.96,2,366.07,2,387.58,2,387.58,2
5/6/2016,6:25:00,361.77,2,386.15,2,384,2,398.34,2,401.92,3
5/7/2016,6:25:00,418.41,3,447.81,3,433.47,3,452.82,3,470.75,3
5/8/2016,6:25:00,359.62,2,373.96,2,355.32,2,384.71,2,389.02,2
5/9/2016,6:25:00,349.58,2,371.09,2,367.51,2,389.73,2,380.41,2
5/10/2016,6:25:00,372.53,2,405.51,3,391.17,2,437.77,3,418.41,3
5/11/2016,6:25:00,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!
5/12/2016,6:25:00,387.58,2,392.6,2,384.71,2,401.92,3,402.64,3
5/13/2016,6:25:00,358.19,2,378.98,2,370.38,2,386.87,2,386.87,2
5/14/2016,6:25:00,360.34,2,374.68,2,358.19,2,389.02,2,390.45,2
5/15/2016,6:25:00,362.49,2,380.41,2,362.49,2,391.17,2,396.19,2
5/16/2016,6:25:00,368.94,2,389.02,2,388.3,2,419.85,3,399.77,2
5/17/2016,6:25:00,361.77,2,384.71,2,372.53,2,401.92,3,396.19,2
5/18/2016,6:25:00,362.49,2,383.28,2,375.39,2,387.58,2,399.05,2
5/19/2016,6:25:00,357.47,2,371.81,2,367.51,2,384.71,2,389.02,2
5/20/2016,6:25:00,353.89,2,372.53,2,363.92,2,396.19,2,387.58,2
5/21/2016,6:25:00,371.81,2,389.73,2,373.24,2,401.92,3,401.2,3
5/22/2016,6:25:00,361.06,2,385.43,2,364.64,2,391.88,2,396.19,2
5/2/2016,6:30:00,394.75,2,427.73,3,416.26,3,419.85,3,437.05,3
5/3/2016,6:30:00,361.06,2,379.7,2,368.94,2,394.03,2,395.47,2
5/4/2016,6:30:00,356.04,2,375.39,2,363.21,2,389.02,2,386.87,2
5/5/2016,6:30:00,352.45,2,375.39,2,366.07,2,389.73,2,386.15,2
5/6/2016,6:30:00,361.06,2,387.58,2,384,2,399.05,2,400.49,3
5/7/2016,6:30:00,417.69,3,447.81,3,435.62,3,453.54,3,469.31,3
5/8/2016,6:30:00,357.47,2,374.68,2,353.17,2,387.58,2,388.3,2
5/9/2016,6:30:00,349.58,2,370.38,2,368.94,2,389.73,2,378.98,2
5/10/2016,6:30:00,371.09,2,405.51,3,391.88,2,437.77,3,419.85,3
5/11/2016,6:30:00,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!
5/12/2016,6:30:00,384,2,393.32,2,384.71,2,404.07,3,401.92,3
5/13/2016,6:30:00,357.47,2,378.26,2,370.38,2,386.87,2,386.87,2
5/14/2016,6:30:00,360.34,2,375.39,2,359.62,2,388.3,2,394.03,2
5/15/2016,6:30:00,361.06,2,381.13,2,362.49,2,391.17,2,394.03,2
5/16/2016,6:30:00,371.09,2,389.73,2,389.02,2,420.56,3,401.92,3
5/17/2016,6:30:00,361.77,2,384.71,2,372.53,2,402.64,3,398.34,2
5/18/2016,6:30:00,362.49,2,384,2,376.83,2,387.58,2,397.62,2
5/19/2016,6:30:00,356.04,2,373.24,2,365.36,2,384.71,2,388.3,2
5/20/2016,6:30:00,353.17,2,371.09,2,363.21,2,395.47,2,389.73,2
5/21/2016,6:30:00,373.24,2,389.73,2,371.81,2,400.49,3,400.49,3
5/22/2016,6:30:00,361.77,2,386.15,2,363.92,2,392.6,2,396.9,2
5/2/2016,6:35:00,406.22,3,429.88,3,417.69,3,418.41,3,437.77,3
5/3/2016,6:35:00,360.34,2,379.7,2,370.38,2,392.6,2,396.9,2
5/4/2016,6:35:00,355.32,2,374.68,2,366.79,2,389.02,2,386.87,2
5/5/2016,6:35:00,354.6,2,377.55,2,365.36,2,387.58,2,386.15,2
5/6/2016,6:35:00,367.51,2,386.15,2,384.71,2,399.77,2,400.49,3
5/7/2016,6:35:00,416.98,3,447.81,3,433.47,3,453.54,3,469.31,3
5/8/2016,6:35:00,357.47,2,375.39,2,353.89,2,385.43,2,387.58,2
5/9/2016,6:35:00,350.3,2,371.81,2,369.66,2,388.3,2,378.98,2
5/10/2016,6:35:00,381.13,2,406.94,3,393.32,2,439.92,3,419.85,3
5/11/2016,6:35:00,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!
5/12/2016,6:35:00,384,2,391.88,2,386.15,2,404.79,3,403.36,3
5/13/2016,6:35:00,358.19,2,376.11,2,369.66,2,385.43,2,384.71,2
5/14/2016,6:35:00,359.62,2,376.83,2,356.04,2,386.15,2,392.6,2
5/15/2016,6:35:00,363.21,2,379.7,2,361.06,2,389.02,2,396.19,2
5/16/2016,6:35:00,371.09,2,389.73,2,386.87,2,419.13,3,402.64,3
5/17/2016,6:35:00,362.49,2,383.28,2,372.53,2,401.2,3,399.05,2
5/18/2016,6:35:00,362.49,2,384,2,376.11,2,387.58,2,398.34,2
5/19/2016,6:35:00,356.75,2,372.53,2,366.79,2,382.56,2,389.02,2
5/20/2016,6:35:00,351.73,2,372.53,2,363.92,2,396.19,2,387.58,2
5/21/2016,6:35:00,371.09,2,389.02,2,371.09,2,399.05,2,401.2,3
5/22/2016,6:35:00,361.06,2,385.43,2,363.92,2,391.17,2,395.47,2
5/2/2016,6:40:00,409.81,3,430.6,3,420.56,3,419.13,3,442.07,3
5/3/2016,6:40:00,361.77,2,378.26,2,368.22,2,390.45,2,394.03,2
5/4/2016,6:40:00,354.6,2,373.96,2,363.21,2,384.71,2,387.58,2
5/5/2016,6:40:00,356.75,2,375.39,2,367.51,2,391.88,2,389.02,2
5/6/2016,6:40:00,368.22,2,387.58,2,380.41,2,396.19,2,400.49,3
5/7/2016,6:40:00,418.41,3,447.09,3,432.75,3,452.82,3,465.73,3
5/8/2016,6:40:00,357.47,2,374.68,2,351.73,2,385.43,2,387.58,2
5/9/2016,6:40:00,351.73,2,372.53,2,367.51,2,391.17,2,383.28,2
5/10/2016,6:40:00,381.85,2,406.94,3,394.03,2,442.07,3,422,3
5/11/2016,6:40:00,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!
5/12/2016,6:40:00,385.43,2,391.88,2,382.56,2,399.77,2,401.92,3
5/13/2016,6:40:00,356.75,2,376.11,2,366.07,2,385.43,2,386.87,2
5/14/2016,6:40:00,359.62,2,376.83,2,357.47,2,386.87,2,392.6,2
5/15/2016,6:40:00,361.77,2,380.41,2,361.77,2,389.02,2,395.47,2
5/16/2016,6:40:00,366.07,2,389.02,2,387.58,2,418.41,3,397.62,2
5/17/2016,6:40:00,361.77,2,383.28,2,370.38,2,402.64,3,399.05,2
5/18/2016,6:40:00,366.07,2,384.71,2,374.68,2,386.87,2,397.62,2
5/19/2016,6:40:00,356.04,2,373.96,2,366.79,2,385.43,2,391.17,2
5/20/2016,6:40:00,353.89,2,371.81,2,362.49,2,395.47,2,387.58,2
5/21/2016,6:40:00,372.53,2,389.73,2,371.09,2,399.77,2,403.36,3
5/22/2016,6:40:00,361.77,2,384.71,2,364.64,2,391.17,2,396.19,2
5/2/2016,6:45:00,403.36,3,434.9,3,424.86,3,429.17,3,452.11,3
5/3/2016,6:45:00,361.06,2,380.41,2,366.79,2,391.17,2,396.19,2
5/4/2016,6:45:00,355.32,2,375.39,2,361.77,2,386.15,2,387.58,2
5/5/2016,6:45:00,356.75,2,378.26,2,366.79,2,394.75,2,394.75,2
5/6/2016,6:45:00,363.92,2,389.02,2,378.26,2,399.77,2,405.51,3
5/7/2016,6:45:00,416.98,3,445.66,3,432.03,3,454.26,3,461.43,3
5/8/2016,6:45:00,356.04,2,375.39,2,353.17,2,386.15,2,386.87,2
5/9/2016,6:45:00,353.17,2,374.68,2,368.94,2,394.03,2,390.45,2
5/10/2016,6:45:00,384,2,413.39,3,400.49,3,444.22,3,432.75,3
5/11/2016,6:45:00,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!
5/12/2016,6:45:00,384.71,2,390.45,2,381.85,2,401.2,3,405.51,3
5/13/2016,6:45:00,357.47,2,377.55,2,363.92,2,386.87,2,389.73,2
5/14/2016,6:45:00,360.34,2,376.83,2,357.47,2,386.87,2,390.45,2
5/15/2016,6:45:00,361.77,2,380.41,2,362.49,2,389.73,2,394.75,2
5/16/2016,6:45:00,376.11,2,391.88,2,388.3,2,416.26,3,402.64,3
5/17/2016,6:45:00,362.49,2,383.28,2,371.81,2,400.49,3,399.05,2
5/18/2016,6:45:00,363.92,2,386.15,2,373.24,2,391.88,2,404.07,3
5/19/2016,6:45:00,357.47,2,375.39,2,367.51,2,389.02,2,397.62,2
5/20/2016,6:45:00,355.32,2,373.24,2,362.49,2,395.47,2,391.17,2
5/21/2016,6:45:00,373.24,2,389.02,2,371.09,2,399.05,2,401.92,3
5/22/2016,6:45:00,361.06,2,385.43,2,364.64,2,391.88,2,398.34,2
5/2/2016,6:50:00,408.37,3,438.49,3,429.17,3,435.62,3,458.56,3
5/3/2016,6:50:00,363.21,2,382.56,2,363.92,2,393.32,2,399.77,2
5/4/2016,6:50:00,357.47,2,376.11,2,361.77,2,386.15,2,392.6,2
5/5/2016,6:50:00,358.9,2,381.13,2,368.22,2,394.03,2,398.34,2
5/6/2016,6:50:00,365.36,2,389.73,2,376.11,2,399.05,2,406.94,3
5/7/2016,6:50:00,414.83,3,443.5,3,429.17,3,453.54,3,460.71,3
5/8/2016,6:50:00,356.75,2,375.39,2,353.89,2,386.15,2,388.3,2
5/9/2016,6:50:00,356.04,2,376.83,2,366.79,2,395.47,2,394.03,2
5/10/2016,6:50:00,392.6,2,422.71,3,411.24,3,445.66,3,444.22,3
5/11/2016,6:50:00,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!
5/12/2016,6:50:00,384,2,390.45,2,380.41,2,401.2,3,407.66,3
5/13/2016,6:50:00,361.06,2,379.7,2,363.21,2,389.73,2,389.73,2
5/14/2016,6:50:00,361.06,2,376.11,2,356.75,2,386.87,2,392.6,2
5/15/2016,6:50:00,362.49,2,381.13,2,361.77,2,390.45,2,396.9,2
5/16/2016,6:50:00,376.11,2,392.6,2,386.15,2,414.83,3,403.36,3
5/17/2016,6:50:00,364.64,2,387.58,2,371.09,2,401.2,3,401.2,3
5/18/2016,6:50:00,366.79,2,387.58,2,373.96,2,392.6,2,404.79,3
5/19/2016,6:50:00,360.34,2,378.98,2,368.22,2,393.32,2,404.07,3
5/20/2016,6:50:00,356.04,2,375.39,2,362.49,2,395.47,2,394.03,2
5/21/2016,6:50:00,371.81,2,386.87,2,370.38,2,399.05,2,404.79,3
5/22/2016,6:50:00,361.06,2,384.71,2,364.64,2,391.17,2,396.9,2
5/2/2016,6:55:00,411.96,3,444.22,3,431.32,3,440.64,3,462.86,3
5/3/2016,6:55:00,366.07,2,384,2,366.79,2,395.47,2,401.2,3
5/4/2016,6:55:00,360.34,2,377.55,2,362.49,2,388.3,2,392.6,2
5/5/2016,6:55:00,360.34,2,382.56,2,368.22,2,395.47,2,398.34,2
5/6/2016,6:55:00,368.94,2,390.45,2,373.24,2,401.2,3,407.66,3
5/7/2016,6:55:00,414.11,3,442.07,3,425.58,3,452.11,3,458.56,3
5/8/2016,6:55:00,357.47,2,375.39,2,353.89,2,387.58,2,386.87,2
5/9/2016,6:55:00,356.75,2,376.83,2,366.07,2,395.47,2,391.88,2
5/10/2016,6:55:00,396.19,2,429.88,3,414.11,3,449.24,3,451.39,3
5/11/2016,6:55:00,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!
5/12/2016,6:55:00,384,2,391.17,2,379.7,2,403.36,3,409.09,3
5/13/2016,6:55:00,361.77,2,380.41,2,361.77,2,391.17,2,389.73,2
5/14/2016,6:55:00,361.06,2,378.26,2,358.9,2,386.15,2,392.6,2
5/15/2016,6:55:00,361.06,2,381.13,2,363.21,2,390.45,2,393.32,2
5/16/2016,6:55:00,378.98,2,394.03,2,384.71,2,411.96,3,404.79,3
5/17/2016,6:55:00,365.36,2,386.87,2,369.66,2,399.77,2,401.2,3
5/18/2016,6:55:00,369.66,2,391.17,2,373.96,2,395.47,2,404.79,3
5/19/2016,6:55:00,361.77,2,378.98,2,368.94,2,395.47,2,408.37,3
5/20/2016,6:55:00,356.75,2,377.55,2,361.06,2,395.47,2,394.75,2
5/21/2016,6:55:00,371.09,2,388.3,2,371.09,2,397.62,2,401.2,3
5/22/2016,6:55:00,361.77,2,385.43,2,366.07,2,391.88,2,396.9,2
5/2/2016,7:00:00,414.83,3,446.37,3,434.9,3,444.94,3,467.16,3
5/3/2016,7:00:00,367.51,2,384.71,2,367.51,2,394.75,2,400.49,3
5/4/2016,7:00:00,361.06,2,377.55,2,361.77,2,388.3,2,394.03,2
5/5/2016,7:00:00,361.06,2,383.28,2,369.66,2,396.19,2,400.49,3
5/6/2016,7:00:00,369.66,2,390.45,2,373.96,2,401.2,3,409.09,3
5/7/2016,7:00:00,412.68,3,439.2,3,424.86,3,450.67,3,457.13,3
5/8/2016,7:00:00,356.75,2,375.39,2,351.73,2,385.43,2,386.87,2
5/9/2016,7:00:00,356.75,2,379.7,2,366.79,2,396.19,2,393.32,2
5/10/2016,7:00:00,401.2,3,432.75,3,416.98,3,450.67,3,456.41,3
5/11/2016,7:00:00,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!
5/12/2016,7:00:00,382.56,2,391.88,2,377.55,2,402.64,3,406.94,3
5/13/2016,7:00:00,363.21,2,380.41,2,360.34,2,390.45,2,390.45,2
5/14/2016,7:00:00,360.34,2,379.7,2,359.62,2,388.3,2,391.88,2
5/15/2016,7:00:00,361.77,2,380.41,2,363.21,2,391.88,2,396.19,2
5/16/2016,7:00:00,377.55,2,393.32,2,381.13,2,411.24,3,401.92,3
5/17/2016,7:00:00,365.36,2,386.87,2,371.09,2,398.34,2,404.07,3
5/18/2016,7:00:00,370.38,2,390.45,2,374.68,2,395.47,2,405.51,3
5/19/2016,7:00:00,363.21,2,381.85,2,368.94,2,396.9,2,411.24,3
5/20/2016,7:00:00,358.9,2,378.26,2,361.77,2,396.19,2,397.62,2
5/21/2016,7:00:00,371.81,2,386.87,2,371.09,2,396.19,2,401.92,3
5/22/2016,7:00:00,361.06,2,384.71,2,364.64,2,391.17,2,399.05,2
5/2/2016,7:05:00,416.98,3,444.94,3,434.9,3,449.24,3,469.31,3
5/3/2016,7:05:00,369.66,2,386.87,2,367.51,2,398.34,2,402.64,3
5/4/2016,7:05:00,361.06,2,380.41,2,362.49,2,389.02,2,395.47,2
5/5/2016,7:05:00,360.34,2,382.56,2,368.94,2,395.47,2,400.49,3
5/6/2016,7:05:00,371.09,2,392.6,2,373.96,2,403.36,3,411.24,3
5/7/2016,7:05:00,412.68,3,436.33,3,423.43,3,447.81,3,454.26,3
5/8/2016,7:05:00,358.19,2,375.39,2,354.6,2,385.43,2,386.87,2
5/9/2016,7:05:00,358.9,2,381.13,2,365.36,2,397.62,2,391.88,2
5/10/2016,7:05:00,403.36,3,437.77,3,422,3,451.39,3,459.99,3
5/11/2016,7:05:00,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!
5/12/2016,7:05:00,382.56,2,389.73,2,375.39,2,404.07,3,406.22,3
5/13/2016,7:05:00,364.64,2,379.7,2,358.9,2,390.45,2,392.6,2
5/14/2016,7:05:00,361.06,2,378.98,2,359.62,2,390.45,2,392.6,2
5/15/2016,7:05:00,362.49,2,379.7,2,363.21,2,391.88,2,396.19,2
5/16/2016,7:05:00,379.7,2,392.6,2,376.83,2,410.52,3,403.36,3
5/17/2016,7:05:00,368.94,2,389.73,2,371.81,2,399.05,2,403.36,3
5/18/2016,7:05:00,371.09,2,391.17,2,374.68,2,396.9,2,406.22,3
5/19/2016,7:05:00,364.64,2,383.28,2,368.94,2,396.9,2,411.96,3
5/20/2016,7:05:00,358.9,2,378.98,2,361.77,2,394.75,2,398.34,2
5/21/2016,7:05:00,371.81,2,386.87,2,370.38,2,398.34,2,402.64,3
5/22/2016,7:05:00,361.77,2,385.43,2,365.36,2,391.17,2,396.19,2
5/2/2016,7:10:00,417.69,3,445.66,3,435.62,3,449.24,3,464.3,3
5/3/2016,7:10:00,369.66,2,389.73,2,369.66,2,398.34,2,406.94,3
5/4/2016,7:10:00,361.77,2,380.41,2,363.92,2,391.17,2,396.19,2
5/5/2016,7:10:00,361.77,2,384,2,366.07,2,394.75,2,400.49,3
5/6/2016,7:10:00,371.81,2,392.6,2,373.96,2,402.64,3,409.81,3
5/7/2016,7:10:00,411.24,3,435.62,3,419.13,3,448.52,3,452.11,3
5/8/2016,7:10:00,357.47,2,374.68,2,353.89,2,386.87,2,386.87,2
5/9/2016,7:10:00,358.19,2,381.13,2,367.51,2,398.34,2,394.03,2
5/10/2016,7:10:00,405.51,3,437.05,3,422,3,453.54,3,461.43,3
5/11/2016,7:10:00,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!
5/12/2016,7:10:00,381.85,2,390.45,2,376.11,2,405.51,3,405.51,3
5/13/2016,7:10:00,363.92,2,381.13,2,358.9,2,389.02,2,391.88,2
5/14/2016,7:10:00,361.77,2,378.98,2,359.62,2,389.02,2,392.6,2
5/15/2016,7:10:00,362.49,2,380.41,2,362.49,2,389.02,2,397.62,2
5/16/2016,7:10:00,378.26,2,392.6,2,373.24,2,405.51,3,403.36,3
5/17/2016,7:10:00,366.79,2,390.45,2,371.81,2,399.77,2,404.07,3
5/18/2016,7:10:00,373.24,2,392.6,2,373.24,2,398.34,2,407.66,3
5/19/2016,7:10:00,364.64,2,384,2,368.94,2,398.34,2,411.24,3
5/20/2016,7:10:00,358.9,2,378.98,2,363.21,2,396.9,2,398.34,2
5/21/2016,7:10:00,371.81,2,386.87,2,370.38,2,396.9,2,402.64,3
5/22/2016,7:10:00,361.06,2,386.15,2,366.07,2,392.6,2,395.47,2
5/2/2016,7:15:00,419.13,3,445.66,3,433.47,3,451.39,3,464.3,3
5/3/2016,7:15:00,372.53,2,391.17,2,370.38,2,401.2,3,409.81,3
5/4/2016,7:15:00,363.92,2,381.13,2,364.64,2,389.73,2,396.19,2
5/5/2016,7:15:00,361.77,2,386.15,2,368.22,2,396.19,2,399.05,2
5/6/2016,7:15:00,371.81,2,393.32,2,375.39,2,403.36,3,411.96,3
5/7/2016,7:15:00,409.81,3,432.75,3,416.26,3,444.94,3,449.24,3
5/8/2016,7:15:00,356.75,2,374.68,2,353.17,2,386.15,2,385.43,2
5/9/2016,7:15:00,360.34,2,381.85,2,365.36,2,399.05,2,392.6,2
5/10/2016,7:15:00,406.94,3,440.64,3,423.43,3,452.11,3,461.43,3
5/11/2016,7:15:00,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!
5/12/2016,7:15:00,380.41,2,389.73,2,375.39,2,405.51,3,407.66,3
5/13/2016,7:15:00,367.51,2,383.28,2,358.9,2,392.6,2,394.03,2
5/14/2016,7:15:00,362.49,2,378.26,2,360.34,2,389.73,2,393.32,2
5/15/2016,7:15:00,362.49,2,380.41,2,361.77,2,391.17,2,395.47,2
5/16/2016,7:15:00,380.41,2,393.32,2,370.38,2,406.22,3,404.07,3
5/17/2016,7:15:00,368.94,2,391.88,2,373.96,2,399.05,2,404.79,3
5/18/2016,7:15:00,372.53,2,392.6,2,375.39,2,399.77,2,406.22,3
5/19/2016,7:15:00,364.64,2,384.71,2,370.38,2,397.62,2,412.68,3
5/20/2016,7:15:00,359.62,2,381.13,2,362.49,2,396.19,2,399.77,2
5/21/2016,7:15:00,371.09,2,387.58,2,371.09,2,398.34,2,401.92,3
5/22/2016,7:15:00,359.62,2,385.43,2,364.64,2,391.88,2,396.9,2
5/2/2016,7:20:00,419.13,3,447.09,3,434.18,3,453.54,3,465.73,3
5/3/2016,7:20:00,371.81,2,394.75,2,373.96,2,401.92,3,411.96,3
5/4/2016,7:20:00,363.21,2,383.28,2,364.64,2,393.32,2,397.62,2
5/5/2016,7:20:00,362.49,2,385.43,2,368.94,2,398.34,2,399.05,2
5/6/2016,7:20:00,371.09,2,392.6,2,374.68,2,403.36,3,411.24,3
5/7/2016,7:20:00,406.22,3,430.6,3,413.39,3,443.5,3,447.81,3
5/8/2016,7:20:00,357.47,2,375.39,2,352.45,2,385.43,2,389.02,2
5/9/2016,7:20:00,359.62,2,381.85,2,366.79,2,399.05,2,394.03,2
5/10/2016,7:20:00,409.81,3,439.2,3,426.3,3,452.11,3,458.56,3
5/11/2016,7:20:00,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!
5/12/2016,7:20:00,379.7,2,391.17,2,374.68,2,404.79,3,411.24,3
5/13/2016,7:20:00,368.22,2,386.87,2,361.06,2,391.17,2,394.03,2
5/14/2016,7:20:00,362.49,2,379.7,2,360.34,2,389.02,2,395.47,2
5/15/2016,7:20:00,363.21,2,381.85,2,362.49,2,391.17,2,394.75,2
5/16/2016,7:20:00,381.13,2,392.6,2,369.66,2,404.79,3,401.2,3
5/17/2016,7:20:00,368.94,2,392.6,2,381.85,2,399.05,2,405.51,3
5/18/2016,7:20:00,373.24,2,391.88,2,374.68,2,399.77,2,405.51,3
5/19/2016,7:20:00,366.79,2,384.71,2,371.09,2,398.34,2,413.39,3
5/20/2016,7:20:00,361.77,2,379.7,2,364.64,2,396.9,2,400.49,3
5/21/2016,7:20:00,371.81,2,389.02,2,371.09,2,399.05,2,406.22,3
5/22/2016,7:20:00,359.62,2,386.15,2,365.36,2,391.88,2,396.19,2
5/2/2016,7:25:00,420.56,3,448.52,3,433.47,3,454.98,3,467.88,3
5/3/2016,7:25:00,374.68,2,394.03,2,373.24,2,403.36,3,413.39,3
5/4/2016,7:25:00,365.36,2,384,2,363.92,2,392.6,2,398.34,2
5/5/2016,7:25:00,363.21,2,385.43,2,371.81,2,399.05,2,400.49,3
5/6/2016,7:25:00,371.09,2,394.03,2,374.68,2,403.36,3,411.96,3
5/7/2016,7:25:00,405.51,3,429.88,3,413.39,3,440.64,3,444.94,3
5/8/2016,7:25:00,357.47,2,374.68,2,353.89,2,386.15,2,387.58,2
5/9/2016,7:25:00,361.06,2,382.56,2,365.36,2,397.62,2,396.19,2
5/10/2016,7:25:00,409.09,3,438.49,3,427.01,3,451.39,3,459.99,3
5/11/2016,7:25:00,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!
5/12/2016,7:25:00,378.98,2,390.45,2,374.68,2,404.79,3,406.22,3
5/13/2016,7:25:00,367.51,2,386.87,2,361.77,2,393.32,2,394.75,2
5/14/2016,7:25:00,362.49,2,380.41,2,360.34,2,387.58,2,394.03,2
5/15/2016,7:25:00,364.64,2,380.41,2,363.21,2,392.6,2,395.47,2
5/16/2016,7:25:00,381.85,2,391.17,2,369.66,2,404.79,3,402.64,3
5/17/2016,7:25:00,368.94,2,391.88,2,391.17,2,400.49,3,404.07,3
5/18/2016,7:25:00,375.39,2,392.6,2,372.53,2,399.77,2,407.66,3
5/19/2016,7:25:00,368.22,2,385.43,2,371.09,2,400.49,3,414.83,3
5/20/2016,7:25:00,361.06,2,381.13,2,364.64,2,396.19,2,401.2,3
5/21/2016,7:25:00,371.81,2,388.3,2,372.53,2,399.77,2,408.37,3
5/22/2016,7:25:00,361.77,2,385.43,2,366.07,2,392.6,2,397.62,2
5/2/2016,7:30:00,418.41,3,447.81,3,435.62,3,454.98,3,467.88,3
5/3/2016,7:30:00,375.39,2,397.62,2,378.98,2,404.07,3,415.54,3
5/4/2016,7:30:00,367.51,2,386.15,2,365.36,2,394.03,2,399.77,2
5/5/2016,7:30:00,364.64,2,387.58,2,375.39,2,397.62,2,400.49,3
5/6/2016,7:30:00,371.09,2,392.6,2,373.24,2,403.36,3,409.81,3
5/7/2016,7:30:00,403.36,3,427.73,3,411.96,3,437.05,3,442.07,3
5/8/2016,7:30:00,356.04,2,373.96,2,353.89,2,386.15,2,387.58,2
5/9/2016,7:30:00,362.49,2,384,2,367.51,2,397.62,2,396.19,2
5/10/2016,7:30:00,408.37,3,438.49,3,427.01,3,450.67,3,455.69,3
5/11/2016,7:30:00,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!
5/12/2016,7:30:00,377.55,2,388.3,2,373.96,2,403.36,3,406.94,3
5/13/2016,7:30:00,370.38,2,389.02,2,362.49,2,391.88,2,395.47,2
5/14/2016,7:30:00,361.77,2,381.85,2,360.34,2,389.73,2,394.75,2
5/15/2016,7:30:00,363.21,2,380.41,2,363.92,2,391.17,2,394.75,2
5/16/2016,7:30:00,381.13,2,391.17,2,369.66,2,402.64,3,400.49,3
5/17/2016,7:30:00,370.38,2,393.32,2,393.32,2,400.49,3,407.66,3
5/18/2016,7:30:00,374.68,2,392.6,2,371.81,2,399.77,2,405.51,3
5/19/2016,7:30:00,370.38,2,384.71,2,374.68,2,399.05,2,414.11,3
5/20/2016,7:30:00,361.77,2,381.13,2,365.36,2,395.47,2,400.49,3
5/21/2016,7:30:00,371.81,2,389.73,2,372.53,2,399.05,2,408.37,3
5/22/2016,7:30:00,361.06,2,385.43,2,365.36,2,392.6,2,397.62,2
5/2/2016,7:35:00,419.13,3,447.09,3,434.18,3,455.69,3,465.01,3
5/3/2016,7:35:00,378.98,2,397.62,2,378.98,2,404.79,3,412.68,3
5/4/2016,7:35:00,368.94,2,384.71,2,368.22,2,394.75,2,401.2,3
5/5/2016,7:35:00,366.07,2,386.87,2,378.26,2,399.05,2,401.2,3
5/6/2016,7:35:00,369.66,2,391.88,2,374.68,2,402.64,3,409.81,3
5/7/2016,7:35:00,404.07,3,427.01,3,409.09,3,438.49,3,442.07,3
5/8/2016,7:35:00,358.19,2,374.68,2,353.17,2,386.15,2,386.87,2
5/9/2016,7:35:00,363.21,2,384.71,2,369.66,2,399.05,2,394.03,2
5/10/2016,7:35:00,409.09,3,439.2,3,427.01,3,447.81,3,454.26,3
5/11/2016,7:35:00,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!
5/12/2016,7:35:00,376.83,2,388.3,2,370.38,2,404.79,3,406.94,3
5/13/2016,7:35:00,369.66,2,387.58,2,364.64,2,394.75,2,396.19,2
5/14/2016,7:35:00,361.06,2,381.13,2,363.21,2,389.73,2,394.03,2
5/15/2016,7:35:00,363.21,2,381.85,2,363.21,2,389.02,2,396.9,2
5/16/2016,7:35:00,380.41,2,389.73,2,370.38,2,403.36,3,403.36,3
5/17/2016,7:35:00,371.09,2,394.75,2,399.05,2,399.77,2,406.94,3
5/18/2016,7:35:00,376.11,2,391.17,2,373.96,2,398.34,2,408.37,3
5/19/2016,7:35:00,371.09,2,384.71,2,378.98,2,398.34,2,409.09,3
5/20/2016,7:35:00,363.21,2,381.85,2,364.64,2,398.34,2,401.92,3
5/21/2016,7:35:00,374.68,2,391.17,2,373.96,2,401.92,3,411.96,3
5/22/2016,7:35:00,359.62,2,386.15,2,364.64,2,391.88,2,396.9,2
5/2/2016,7:40:00,419.13,3,447.09,3,439.92,3,455.69,3,465.01,3
