Date,Time,CP.RM103,GT_CP.RM103,CP.RM105,GT_CP.RM105,CP.RM106,GT_CP.RM106,CP.RM108,GT_CP.RM108,CP.RM109,GT_CP.RM109
5/18/2016,13:05:00,410.52,3,417.69,3,377.55,2,458.56,3,435.62,3
5/19/2016,13:05:00,497.99,3,475.77,3,563.23,3,442.07,3,509.46,3
5/20/2016,13:05:00,411.96,3,554.63,3,375.39,2,426.3,3,416.26,3
5/21/2016,13:05:00,364.64,2,378.26,2,359.62,2,386.15,2,401.92,3
5/22/2016,13:05:00,392.6,2,382.56,2,452.82,3,436.33,3,396.9,2
5/2/2016,13:10:00,447.81,3,414.83,3,458.56,3,578.29,3,520.93,3
5/3/2016,13:10:00,485.09,3,451.39,3,556.78,3,525.95,3,449.24,3
5/4/2016,13:10:00,390.45,2,401.92,3,404.79,3,459.28,3,424.86,3
5/5/2016,13:10:00,468.6,3,453.54,3,576.14,3,452.11,3,515.2,3
5/6/2016,13:10:00,396.19,2,390.45,2,387.58,2,454.98,3,440.64,3
5/7/2016,13:10:00,366.07,2,377.55,2,384.71,2,401.2,3,390.45,2
5/8/2016,13:10:00,379.7,2,368.94,2,444.22,3,422.71,3,396.19,2
5/9/2016,13:10:00,477.92,3,400.49,3,494.41,3,543.16,3,459.28,3
5/10/2016,13:10:00,490.11,3,469.31,3,520.93,3,546.03,3,520.22,3
5/11/2016,13:10:00,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!
5/12/2016,13:10:00,484.37,3,454.26,3,543.88,3,416.26,3,568.25,3
5/13/2016,13:10:00,410.52,3,399.77,2,376.11,2,402.64,3,441.35,3
5/14/2016,13:10:00,366.79,2,389.73,2,371.81,2,397.62,2,409.81,3
5/15/2016,13:10:00,412.68,3,396.19,2,495.84,3,439.2,3,416.26,3
5/16/2016,13:10:00,449.24,3,427.73,3,523.09,3,443.5,3,477.92,3
5/17/2016,13:10:00,492.26,3,470.75,3,547.46,3,511.61,3,503.73,3
5/18/2016,13:10:00,408.37,3,416.26,3,374.68,2,453.54,3,437.05,3
5/19/2016,13:10:00,511.61,3,487.96,3,590.48,3,433.47,3,529.54,3
5/20/2016,13:10:00,412.68,3,544.59,3,380.41,2,420.56,3,416.26,3
5/21/2016,13:10:00,363.92,2,378.26,2,360.34,2,386.87,2,404.07,3
5/22/2016,13:10:00,386.15,2,381.13,2,452.82,3,434.18,3,396.19,2
5/2/2016,13:15:00,448.52,3,427.73,3,468.6,3,575.42,3,523.09,3
5/3/2016,13:15:00,487.24,3,459.99,3,563.23,3,530.97,3,451.39,3
5/4/2016,13:15:00,391.17,2,406.94,3,406.22,3,453.54,3,427.01,3
5/5/2016,13:15:00,472.9,3,462.86,3,581.88,3,454.26,3,533.84,3
5/6/2016,13:15:00,393.32,2,386.87,2,384.71,2,449.96,3,438.49,3
5/7/2016,13:15:00,368.94,2,378.26,2,393.32,2,399.77,2,392.6,2
5/8/2016,13:15:00,384,2,368.94,2,431.32,3,418.41,3,397.62,2
5/9/2016,13:15:00,477.2,3,401.92,3,463.58,3,546.03,3,456.41,3
5/10/2016,13:15:00,491.54,3,478.63,3,534.56,3,550.33,3,535.27,3
5/11/2016,13:15:00,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!
5/12/2016,13:15:00,491.54,3,458.56,3,555.35,3,413.39,3,588.33,3
5/13/2016,13:15:00,407.66,3,393.32,2,375.39,2,399.05,2,440.64,3
5/14/2016,13:15:00,366.79,2,389.73,2,371.81,2,397.62,2,409.81,3
5/15/2016,13:15:00,413.39,3,396.19,2,461.43,3,437.77,3,415.54,3
5/16/2016,13:15:00,448.52,3,427.01,3,489.39,3,446.37,3,475.05,3
5/17/2016,13:15:00,497.28,3,475.77,3,559.65,3,510.9,3,517.35,3
5/18/2016,13:15:00,409.09,3,414.11,3,376.11,2,458.56,3,441.35,3
5/19/2016,13:15:00,522.37,3,493.69,3,599.8,3,429.17,3,540.29,3
5/20/2016,13:15:00,414.11,3,556.07,3,384.71,2,419.13,3,416.26,3
5/21/2016,13:15:00,362.49,2,378.26,2,359.62,2,386.15,2,401.92,3
5/22/2016,13:15:00,382.56,2,381.85,2,461.43,3,433.47,3,396.9,2
5/2/2016,13:20:00,449.24,3,445.66,3,483.65,3,573.99,3,523.8,3
5/3/2016,13:20:00,484.37,3,458.56,3,573.27,3,533.84,3,452.82,3
5/4/2016,13:20:00,391.88,2,422.71,3,409.09,3,451.39,3,426.3,3
5/5/2016,13:20:00,475.77,3,465.73,3,576.86,3,454.98,3,543.16,3
5/6/2016,13:20:00,391.88,2,384,2,383.28,2,449.24,3,438.49,3
5/7/2016,13:20:00,370.38,2,376.11,2,398.34,2,399.77,2,391.17,2
5/8/2016,13:20:00,386.87,2,369.66,2,419.13,3,414.83,3,394.75,2
5/9/2016,13:20:00,482.94,3,411.24,3,452.82,3,540.29,3,454.98,3
5/10/2016,13:20:00,491.54,3,480.07,3,535.99,3,549.61,3,545.31,3
5/11/2016,13:20:00,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!
5/12/2016,13:20:00,494.41,3,459.99,3,553.2,3,410.52,3,591.91,3
5/13/2016,13:20:00,406.22,3,391.17,2,376.11,2,397.62,2,439.2,3
5/14/2016,13:20:00,367.51,2,389.73,2,373.96,2,400.49,3,409.81,3
5/15/2016,13:20:00,414.11,3,396.19,2,432.03,3,437.05,3,416.26,3
5/16/2016,13:20:00,446.37,3,422,3,462.15,3,453.54,3,476.48,3
5/17/2016,13:20:00,503.01,3,477.92,3,559.65,3,509.46,3,526.67,3
5/18/2016,13:20:00,406.94,3,411.24,3,383.28,2,461.43,3,439.2,3
5/19/2016,13:20:00,521.65,3,497.28,3,599.8,3,425.58,3,552.48,3
5/20/2016,13:20:00,410.52,3,554.63,3,386.87,2,415.54,3,416.98,3
5/21/2016,13:20:00,362.49,2,378.98,2,360.34,2,386.15,2,400.49,3
5/22/2016,13:20:00,383.28,2,379.7,2,468.6,3,434.18,3,396.9,2
5/2/2016,13:25:00,449.24,3,462.15,3,494.41,3,570.4,3,520.22,3
5/3/2016,13:25:00,484.37,3,459.28,3,591.91,3,536.71,3,451.39,3
5/4/2016,13:25:00,393.32,2,435.62,3,431.32,3,449.24,3,425.58,3
5/5/2016,13:25:00,473.62,3,465.73,3,573.99,3,452.82,3,549.61,3
5/6/2016,13:25:00,391.17,2,382.56,2,384,2,448.52,3,434.18,3
5/7/2016,13:25:00,373.24,2,377.55,2,401.92,3,399.05,2,391.17,2
5/8/2016,13:25:00,384.71,2,369.66,2,403.36,3,415.54,3,391.88,2
5/9/2016,13:25:00,491.54,3,434.18,3,431.32,3,537.42,3,455.69,3
5/10/2016,13:25:00,489.39,3,477.2,3,530.97,3,548.18,3,550.33,3
5/11/2016,13:25:00,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!
5/12/2016,13:25:00,495.84,3,463.58,3,546.03,3,408.37,3,591.91,3
5/13/2016,13:25:00,401.2,3,387.58,2,373.24,2,395.47,2,437.05,3
5/14/2016,13:25:00,366.07,2,389.02,2,376.83,2,399.77,2,408.37,3
5/15/2016,13:25:00,406.94,3,396.19,2,411.96,3,441.35,3,414.11,3
5/16/2016,13:25:00,445.66,3,419.13,3,454.26,3,459.28,3,476.48,3
5/17/2016,13:25:00,506.6,3,478.63,3,552.48,3,508.75,3,535.27,3
5/18/2016,13:25:00,406.22,3,409.09,3,394.03,2,460.71,3,439.2,3
5/19/2016,13:25:00,522.37,3,508.75,3,603.38,4,425.58,3,558.22,3
5/20/2016,13:25:00,409.09,3,557.5,3,389.02,2,410.52,3,417.69,3
5/21/2016,13:25:00,363.21,2,378.26,2,361.77,2,385.43,2,400.49,3
5/22/2016,13:25:00,387.58,2,380.41,2,457.84,3,435.62,3,396.19,2
5/2/2016,13:30:00,449.24,3,483.65,3,500.86,3,570.4,3,524.52,3
5/3/2016,13:30:00,481.5,3,456.41,3,599.08,3,541.01,3,456.41,3
5/4/2016,13:30:00,396.19,2,446.37,3,474.33,3,447.81,3,432.75,3
5/5/2016,13:30:00,473.62,3,465.73,3,568.25,3,452.82,3,553.91,3
5/6/2016,13:30:00,391.17,2,381.85,2,382.56,2,446.37,3,432.75,3
5/7/2016,13:30:00,377.55,2,377.55,2,404.07,3,396.9,2,392.6,2
5/8/2016,13:30:00,379.7,2,369.66,2,391.88,2,413.39,3,395.47,2
5/9/2016,13:30:00,501.58,3,455.69,3,425.58,3,536.71,3,459.99,3
5/10/2016,13:30:00,491.54,3,477.2,3,541.73,3,544.59,3,556.78,3
5/11/2016,13:30:00,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!
5/12/2016,13:30:00,497.99,3,462.86,3,544.59,3,406.94,3,596.21,3
5/13/2016,13:30:00,399.05,2,387.58,2,375.39,2,392.6,2,434.9,3
5/14/2016,13:30:00,367.51,2,388.3,2,377.55,2,398.34,2,409.09,3
5/15/2016,13:30:00,404.79,3,396.19,2,401.92,3,438.49,3,416.26,3
5/16/2016,13:30:00,445.66,3,439.92,3,459.28,3,466.45,3,479.35,3
5/17/2016,13:30:00,506.6,3,477.2,3,562.52,3,507.31,3,539.58,3
5/18/2016,13:30:00,406.22,3,417.69,3,416.26,3,454.26,3,440.64,3
5/19/2016,13:30:00,523.09,3,513.05,3,604.1,4,423.43,3,565.39,3
5/20/2016,13:30:00,410.52,3,558.93,3,388.3,2,409.81,3,419.85,3
5/21/2016,13:30:00,365.36,2,377.55,2,361.06,2,385.43,2,399.77,2
5/22/2016,13:30:00,385.43,2,378.98,2,440.64,3,434.18,3,396.19,2
5/2/2016,13:35:00,448.52,3,507.31,3,516.63,3,568.25,3,526.67,3
5/3/2016,13:35:00,482.22,3,453.54,3,599.08,3,540.29,3,456.41,3
5/4/2016,13:35:00,397.62,2,459.99,3,531.69,3,454.26,3,443.5,3
5/5/2016,13:35:00,470.03,3,467.88,3,563.95,3,452.11,3,557.5,3
5/6/2016,13:35:00,389.02,2,388.3,2,379.7,2,447.09,3,434.18,3
5/7/2016,13:35:00,385.43,2,377.55,2,404.79,3,394.03,2,391.88,2
5/8/2016,13:35:00,375.39,2,368.94,2,381.13,2,414.11,3,393.32,2
5/9/2016,13:35:00,500.14,3,480.79,3,437.05,3,537.42,3,462.15,3
5/10/2016,13:35:00,490.11,3,474.33,3,540.29,3,545.31,3,558.22,3
5/11/2016,13:35:00,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!
5/12/2016,13:35:00,503.73,3,463.58,3,543.88,3,411.24,3,599.08,3
5/13/2016,13:35:00,396.19,2,386.87,2,377.55,2,392.6,2,432.75,3
5/14/2016,13:35:00,368.22,2,389.73,2,379.7,2,398.34,2,408.37,3
5/15/2016,13:35:00,401.2,3,394.03,2,394.75,2,435.62,3,412.68,3
5/16/2016,13:35:00,447.81,3,461.43,3,479.35,3,485.09,3,484.37,3
5/17/2016,13:35:00,502.29,3,475.77,3,579.01,3,507.31,3,542.44,3
5/18/2016,13:35:00,405.51,3,427.01,3,450.67,3,451.39,3,442.07,3
5/19/2016,13:35:00,524.52,3,516.63,3,606.97,4,424.86,3,572.56,3
5/20/2016,13:35:00,406.94,3,563.95,3,386.87,2,409.09,3,423.43,3
5/21/2016,13:35:00,363.92,2,377.55,2,358.9,2,385.43,2,400.49,3
5/22/2016,13:35:00,386.15,2,379.7,2,419.13,3,432.75,3,394.75,2
5/2/2016,13:40:00,449.96,3,533.12,3,558.93,3,570.4,3,530.26,3
5/3/2016,13:40:00,477.92,3,454.26,3,594.78,3,539.58,3,458.56,3
5/4/2016,13:40:00,398.34,2,477.2,3,608.4,4,469.31,3,452.82,3
5/5/2016,13:40:00,471.47,3,469.31,3,566.82,3,451.39,3,558.93,3
5/6/2016,13:40:00,387.58,2,396.19,2,379.7,2,447.09,3,434.18,3
5/7/2016,13:40:00,392.6,2,377.55,2,409.09,3,394.03,2,391.88,2
5/8/2016,13:40:00,372.53,2,367.51,2,384.71,2,415.54,3,394.75,2
5/9/2016,13:40:00,498.71,3,501.58,3,456.41,3,546.03,3,468.6,3
5/10/2016,13:40:00,490.11,3,475.05,3,541.01,3,545.31,3,559.65,3
5/11/2016,13:40:00,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!
5/12/2016,13:40:00,506.6,3,464.3,3,543.88,3,414.11,3,596.93,3
5/13/2016,13:40:00,396.19,2,384.71,2,380.41,2,393.32,2,429.17,3
5/14/2016,13:40:00,368.94,2,387.58,2,379.7,2,399.05,2,409.09,3
5/15/2016,13:40:00,395.47,2,393.32,2,389.73,2,429.88,3,413.39,3
5/16/2016,13:40:00,444.94,3,482.94,3,499.43,3,507.31,3,496.56,3
5/17/2016,13:40:00,502.29,3,474.33,3,579.72,3,508.75,3,542.44,3
5/18/2016,13:40:00,405.51,3,444.22,3,474.33,3,462.15,3,448.52,3
5/19/2016,13:40:00,528.1,3,517.35,3,614.14,4,424.15,3,577.57,3
5/20/2016,13:40:00,409.09,3,558.93,3,384.71,2,407.66,3,422,3
5/21/2016,13:40:00,366.79,2,377.55,2,361.06,2,385.43,2,398.34,2
5/22/2016,13:40:00,384.71,2,378.98,2,399.77,2,427.01,3,396.9,2
5/2/2016,13:45:00,447.81,3,543.88,3,589.04,3,579.72,3,540.29,3
5/3/2016,13:45:00,480.07,3,452.82,3,585.46,3,541.73,3,457.13,3
5/4/2016,13:45:00,395.47,2,486.52,3,659.31,4,497.99,3,472.9,3
5/5/2016,13:45:00,475.77,3,469.31,3,572.56,3,455.69,3,561.8,3
5/6/2016,13:45:00,386.87,2,396.19,2,376.11,2,448.52,3,434.9,3
5/7/2016,13:45:00,399.77,2,377.55,2,409.09,3,393.32,2,392.6,2
5/8/2016,13:45:00,368.22,2,368.22,2,393.32,2,411.24,3,395.47,2
5/9/2016,13:45:00,498.71,3,515.92,3,480.07,3,556.78,3,487.96,3
5/10/2016,13:45:00,492.26,3,475.05,3,533.12,3,543.16,3,558.22,3
5/11/2016,13:45:00,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!
5/12/2016,13:45:00,508.75,3,463.58,3,542.44,3,411.96,3,594.06,3
5/13/2016,13:45:00,401.92,3,383.28,2,381.13,2,391.88,2,429.17,3
5/14/2016,13:45:00,369.66,2,386.15,2,379.7,2,399.77,2,410.52,3
5/15/2016,13:45:00,391.17,2,393.32,2,387.58,2,423.43,3,410.52,3
5/16/2016,13:45:00,443.5,3,494.41,3,520.93,3,517.35,3,508.03,3
5/17/2016,13:45:00,500.86,3,476.48,3,573.99,3,509.46,3,543.88,3
5/18/2016,13:45:00,404.79,3,458.56,3,492.26,3,482.22,3,459.28,3
5/19/2016,13:45:00,530.26,3,520.22,3,614.86,4,424.86,3,576.86,3
5/20/2016,13:45:00,409.09,3,551.76,3,384.71,2,408.37,3,423.43,3
5/21/2016,13:45:00,367.51,2,394.75,2,358.19,2,386.15,2,398.34,2
5/22/2016,13:45:00,382.56,2,378.26,2,392.6,2,418.41,3,398.34,2
5/2/2016,13:50:00,448.52,3,551.76,3,609.84,4,581.16,3,546.03,3
5/3/2016,13:50:00,477.92,3,452.82,3,532.41,3,540.29,3,456.41,3
5/4/2016,13:50:00,396.19,2,487.96,3,675.08,4,513.05,3,482.22,3
5/5/2016,13:50:00,476.48,3,468.6,3,599.08,3,458.56,3,563.23,3
5/6/2016,13:50:00,386.87,2,399.05,2,373.24,2,447.81,3,434.9,3
5/7/2016,13:50:00,404.79,3,428.45,3,413.39,3,392.6,2,393.32,2
5/8/2016,13:50:00,366.07,2,368.94,2,399.77,2,404.79,3,394.75,2
5/9/2016,13:50:00,487.24,3,524.52,3,495.12,3,556.07,3,498.71,3
5/10/2016,13:50:00,490.82,3,472.9,3,532.41,3,543.88,3,559.65,3
5/11/2016,13:50:00,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!
5/12/2016,13:50:00,512.33,3,463.58,3,543.88,3,413.39,3,588.33,3
5/13/2016,13:50:00,405.51,3,382.56,2,382.56,2,390.45,2,431.32,3
5/14/2016,13:50:00,369.66,2,413.39,3,378.98,2,399.77,2,410.52,3
5/15/2016,13:50:00,389.02,2,392.6,2,387.58,2,417.69,3,412.68,3
5/16/2016,13:50:00,441.35,3,501.58,3,536.71,3,519.5,3,525.24,3
5/17/2016,13:50:00,498.71,3,478.63,3,568.97,3,508.75,3,543.88,3
5/18/2016,13:50:00,406.94,3,472.18,3,501.58,3,490.11,3,475.05,3
5/19/2016,13:50:00,529.54,3,523.8,3,606.25,4,425.58,3,579.72,3
5/20/2016,13:50:00,409.81,3,539.58,3,383.28,2,409.09,3,423.43,3
5/21/2016,13:50:00,366.79,2,431.32,3,359.62,2,385.43,2,399.77,2
5/22/2016,13:50:00,381.13,2,379.7,2,406.22,3,417.69,3,396.19,2
5/2/2016,13:55:00,447.09,3,560.37,3,623.46,4,579.01,3,551.05,3
5/3/2016,13:55:00,475.77,3,450.67,3,476.48,3,541.73,3,454.98,3
5/4/2016,13:55:00,396.19,2,490.82,3,675.08,4,520.93,3,486.52,3
5/5/2016,13:55:00,476.48,3,466.45,3,594.06,3,458.56,3,565.39,3
5/6/2016,13:55:00,387.58,2,399.05,2,369.66,2,446.37,3,434.9,3
5/7/2016,13:55:00,399.77,2,475.05,3,414.11,3,392.6,2,396.19,2
5/8/2016,13:55:00,363.21,2,367.51,2,402.64,3,411.24,3,394.75,2
5/9/2016,13:55:00,470.03,3,530.97,3,500.86,3,552.48,3,507.31,3
5/10/2016,13:55:00,492.97,3,471.47,3,530.97,3,543.16,3,560.37,3
5/11/2016,13:55:00,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!
5/12/2016,13:55:00,510.18,3,459.28,3,541.73,3,414.11,3,577.57,3
5/13/2016,13:55:00,408.37,3,384,2,384.71,2,391.17,2,434.9,3
5/14/2016,13:55:00,371.09,2,437.77,3,379.7,2,396.19,2,411.24,3
5/15/2016,13:55:00,389.02,2,391.88,2,387.58,2,414.83,3,412.68,3
5/16/2016,13:55:00,439.2,3,505.16,3,542.44,3,523.09,3,538.86,3
5/17/2016,13:55:00,496.56,3,478.63,3,564.67,3,512.33,3,546.74,3
5/18/2016,13:55:00,406.94,3,480.07,3,503.73,3,492.26,3,487.96,3
5/19/2016,13:55:00,526.67,3,525.95,3,599.08,3,425.58,3,581.88,3
5/20/2016,13:55:00,409.09,3,522.37,3,381.13,2,409.81,3,422,3
5/21/2016,13:55:00,368.94,2,442.07,3,356.75,2,386.15,2,399.77,2
5/22/2016,13:55:00,378.26,2,377.55,2,406.22,3,421.28,3,396.9,2
5/2/2016,14:00:00,446.37,3,566.1,3,634.93,4,579.01,3,552.48,3
5/3/2016,14:00:00,478.63,3,444.22,3,436.33,3,544.59,3,453.54,3
5/4/2016,14:00:00,395.47,2,491.54,3,664.32,4,525.24,3,491.54,3
5/5/2016,14:00:00,477.2,3,468.6,3,585.46,3,459.28,3,564.67,3
5/6/2016,14:00:00,386.87,2,400.49,3,369.66,2,447.81,3,434.18,3
5/7/2016,14:00:00,393.32,2,497.28,3,414.11,3,390.45,2,394.75,2
5/8/2016,14:00:00,362.49,2,366.79,2,390.45,2,423.43,3,394.03,2
5/9/2016,14:00:00,465.01,3,534.56,3,507.31,3,549.61,3,518.07,3
5/10/2016,14:00:00,492.97,3,470.75,3,527.39,3,544.59,3,556.07,3
5/11/2016,14:00:00,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!
5/12/2016,14:00:00,510.18,3,457.13,3,545.31,3,414.83,3,579.01,3
5/13/2016,14:00:00,408.37,3,384,2,378.98,2,393.32,2,437.77,3
5/14/2016,14:00:00,369.66,2,449.24,3,377.55,2,396.19,2,410.52,3
5/15/2016,14:00:00,386.15,2,391.88,2,387.58,2,413.39,3,413.39,3
5/16/2016,14:00:00,437.77,3,509.46,3,543.88,3,522.37,3,552.48,3
5/17/2016,14:00:00,496.56,3,481.5,3,558.22,3,510.18,3,546.74,3
5/18/2016,14:00:00,407.66,3,485.09,3,498.71,3,493.69,3,501.58,3
5/19/2016,14:00:00,528.1,3,527.39,3,593.35,3,429.88,3,589.76,3
5/20/2016,14:00:00,406.94,3,507.31,3,379.7,2,411.24,3,422,3
5/21/2016,14:00:00,366.79,2,454.26,3,358.19,2,385.43,2,400.49,3
5/22/2016,14:00:00,379.7,2,378.26,2,389.02,2,430.6,3,397.62,2
5/2/2016,14:05:00,447.81,3,570.4,3,642.1,4,575.42,3,546.03,3
5/3/2016,14:05:00,477.2,3,446.37,3,422.71,3,548.9,3,452.82,3
5/4/2016,14:05:00,395.47,2,492.97,3,656.44,4,528.1,3,492.97,3
5/5/2016,14:05:00,480.79,3,467.16,3,581.88,3,450.67,3,565.39,3
5/6/2016,14:05:00,387.58,2,400.49,3,368.94,2,447.81,3,427.73,3
5/7/2016,14:05:00,392.6,2,508.75,3,415.54,3,388.3,2,398.34,2
5/8/2016,14:05:00,358.9,2,368.94,2,379.7,2,444.22,3,394.03,2
5/9/2016,14:05:00,461.43,3,534.56,3,508.03,3,543.16,3,529.54,3
5/10/2016,14:05:00,492.97,3,462.15,3,525.24,3,541.01,3,551.05,3
5/11/2016,14:05:00,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!
5/12/2016,14:05:00,509.46,3,453.54,3,539.58,3,416.26,3,584.74,3
5/13/2016,14:05:00,411.24,3,381.13,2,373.96,2,395.47,2,440.64,3
5/14/2016,14:05:00,370.38,2,456.41,3,376.11,2,396.9,2,409.81,3
5/15/2016,14:05:00,384,2,390.45,2,384,2,409.09,3,411.96,3
5/16/2016,14:05:00,437.77,3,510.18,3,540.29,3,525.24,3,561.08,3
5/17/2016,14:05:00,492.26,3,483.65,3,556.78,3,511.61,3,546.74,3
5/18/2016,14:05:00,413.39,3,487.24,3,493.69,3,495.12,3,506.6,3
5/19/2016,14:05:00,525.95,3,528.82,3,583.31,3,434.9,3,593.35,3
5/20/2016,14:05:00,405.51,3,489.39,3,378.98,2,409.81,3,423.43,3
5/21/2016,14:05:00,369.66,2,461.43,3,356.04,2,386.15,2,403.36,3
5/22/2016,14:05:00,376.83,2,377.55,2,378.98,2,441.35,3,396.9,2
5/2/2016,14:10:00,452.11,3,575.42,3,647.83,4,572.56,3,530.26,3
5/3/2016,14:10:00,476.48,3,448.52,3,469.31,3,548.9,3,451.39,3
5/4/2016,14:10:00,396.19,2,494.41,3,650.7,4,534.56,3,498.71,3
5/5/2016,14:10:00,481.5,3,463.58,3,579.72,3,444.22,3,565.39,3
5/6/2016,14:10:00,387.58,2,400.49,3,368.94,2,447.09,3,426.3,3
5/7/2016,14:10:00,387.58,2,515.2,3,417.69,3,391.17,2,398.34,2
5/8/2016,14:10:00,360.34,2,368.22,2,372.53,2,444.22,3,392.6,2
5/9/2016,14:10:00,462.15,3,537.42,3,511.61,3,541.73,3,538.14,3
5/10/2016,14:10:00,492.26,3,462.86,3,520.22,3,543.88,3,547.46,3
5/11/2016,14:10:00,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!
5/12/2016,14:10:00,506.6,3,452.11,3,530.26,3,416.98,3,585.46,3
5/13/2016,14:10:00,410.52,3,379.7,2,371.09,2,396.19,2,437.77,3
5/14/2016,14:10:00,370.38,2,461.43,3,374.68,2,395.47,2,409.81,3
5/15/2016,14:10:00,381.85,2,390.45,2,386.15,2,406.94,3,412.68,3
5/16/2016,14:10:00,434.9,3,515.2,3,539.58,3,525.95,3,563.95,3
5/17/2016,14:10:00,482.22,3,482.22,3,552.48,3,510.9,3,546.03,3
5/18/2016,14:10:00,421.28,3,487.24,3,491.54,3,496.56,3,508.03,3
5/19/2016,14:10:00,523.8,3,526.67,3,575.42,3,439.92,3,594.78,3
5/20/2016,14:10:00,413.39,3,475.77,3,378.26,2,411.24,3,424.86,3
5/21/2016,14:10:00,368.94,2,465.01,3,356.04,2,385.43,2,406.22,3
5/22/2016,14:10:00,373.24,2,376.83,2,370.38,2,432.75,3,396.9,2
5/2/2016,14:15:00,449.96,3,579.01,3,650.7,4,566.82,3,520.22,3
5/3/2016,14:15:00,470.03,3,447.09,3,513.77,3,544.59,3,446.37,3
5/4/2016,14:15:00,395.47,2,494.41,3,644.97,4,535.27,3,501.58,3
5/5/2016,14:15:00,480.79,3,462.15,3,571.84,3,437.77,3,550.33,3
5/6/2016,14:15:00,386.87,2,399.77,2,366.07,2,444.94,3,420.56,3
5/7/2016,14:15:00,388.3,2,517.35,3,417.69,3,387.58,2,401.2,3
5/8/2016,14:15:00,360.34,2,367.51,2,368.22,2,433.47,3,392.6,2
5/9/2016,14:15:00,462.86,3,538.14,3,512.33,3,538.86,3,537.42,3
5/10/2016,14:15:00,487.96,3,462.86,3,516.63,3,543.16,3,551.05,3
5/11/2016,14:15:00,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!
5/12/2016,14:15:00,497.28,3,457.13,3,523.09,3,416.98,3,584.03,3
5/13/2016,14:15:00,409.81,3,378.98,2,378.26,2,399.05,2,437.05,3
5/14/2016,14:15:00,370.38,2,462.86,3,373.96,2,393.32,2,409.09,3
5/15/2016,14:15:00,379.7,2,389.73,2,400.49,3,406.22,3,412.68,3
5/16/2016,14:15:00,437.05,3,517.35,3,539.58,3,527.39,3,572.56,3
5/17/2016,14:15:00,483.65,3,481.5,3,549.61,3,508.75,3,548.18,3
5/18/2016,14:15:00,427.01,3,484.37,3,487.96,3,494.41,3,507.31,3
5/19/2016,14:15:00,515.2,3,520.22,3,568.97,3,442.79,3,590.48,3
5/20/2016,14:15:00,437.05,3,459.99,3,378.26,2,411.24,3,423.43,3
5/21/2016,14:15:00,367.51,2,467.88,3,356.75,2,385.43,2,409.09,3
5/22/2016,14:15:00,371.09,2,378.26,2,370.38,2,419.13,3,396.19,2
5/2/2016,14:20:00,460.71,3,581.16,3,652.85,4,564.67,3,511.61,3
5/3/2016,14:20:00,464.3,3,445.66,3,543.88,3,546.03,3,439.2,3
5/4/2016,14:20:00,396.9,2,494.41,3,644.25,4,536.71,3,502.29,3
5/5/2016,14:20:00,482.94,3,461.43,3,576.14,3,431.32,3,546.03,3
5/6/2016,14:20:00,386.15,2,399.77,2,368.22,2,442.07,3,415.54,3
5/7/2016,14:20:00,387.58,2,520.22,3,419.85,3,389.73,2,402.64,3
5/8/2016,14:20:00,358.9,2,367.51,2,365.36,2,426.3,3,394.03,2
5/9/2016,14:20:00,459.99,3,536.71,3,507.31,3,535.27,3,539.58,3
5/10/2016,14:20:00,476.48,3,462.86,3,523.09,3,543.16,3,556.07,3
5/11/2016,14:20:00,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!
5/12/2016,14:20:00,489.39,3,454.98,3,517.35,3,417.69,3,580.44,3
5/13/2016,14:20:00,410.52,3,378.26,2,396.9,2,397.62,2,434.9,3
5/14/2016,14:20:00,367.51,2,463.58,3,371.81,2,393.32,2,409.09,3
5/15/2016,14:20:00,378.26,2,388.3,2,419.13,3,411.96,3,413.39,3
5/16/2016,14:20:00,437.05,3,516.63,3,537.42,3,526.67,3,576.86,3
5/17/2016,14:20:00,488.67,3,475.77,3,553.2,3,505.88,3,544.59,3
5/18/2016,14:20:00,433.47,3,484.37,3,485.8,3,495.84,3,506.6,3
5/19/2016,14:20:00,513.77,3,514.48,3,560.37,3,448.52,3,589.04,3
